,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster13
NSUN7,5.14956895823684e-08,0,0,0,0,0,0,0,8.10774414418493e-07,0,0,0,0
APBB2,0,0,0,0,0,0,0,0,0,0,0,0,0
UCHL1,0,0,0,7.04709188296315e-07,0,0,0,0,0,1.00911044823113e-06,0,2.10369811568762e-06,0
TMEM33,7.47859153362153e-07,5.16643587054645e-07,4.58936506114327e-07,8.93548587259907e-07,1.19034715087454e-07,0,1.09561018149404e-06,1.38162459692396e-06,9.32887675428637e-07,1.10060648302442e-06,0,5.41838635043126e-07,0
RP11-814H16.2,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC30A9,8.23799135457165e-10,5.59497750415069e-09,1.4709079747237e-09,8.77952844394171e-10,1.07165153161849e-09,4.11038327531208e-09,1.41017100172554e-09,1.06931046458552e-09,2.10196222291482e-09,6.72955636110815e-10,0,1.88793908318655e-09,0
BEND4,0,0,0,0,0,0,0,0,0,1.64745616107395e-06,0,0,0
ATP8A1,2.26245027850048e-08,2.88429467567925e-07,1.97791020145248e-07,0,2.80682646941765e-07,1.59739340981788e-06,1.11126113686717e-06,4.67268054466952e-07,0,1.97396582504531e-07,0,8.01804718313807e-07,0
GUF1,2.58195909781333e-09,1.14198350202101e-08,1.90255795992465e-08,1.88633698309489e-08,0,0,1.29244341924178e-08,5.56327387935981e-08,9.65229014540643e-09,1.87038068466974e-08,0,2.76989597891038e-08,0
GNPDA2,4.84210570666362e-09,0,1.3027291257359e-08,0,3.63192590838461e-08,1.11867541455505e-07,1.15381317398356e-07,1.13698633486416e-07,1.88305520199455e-08,1.10266067112095e-07,0,1.12149287206498e-07,0
COMMD8,1.53514883155434e-09,1.16765251539742e-09,9.81930084519848e-10,1.41969226330717e-09,1.10397327774158e-09,1.01953768960722e-09,1.53668327589607e-09,1.17896828218533e-09,1.02825193056917e-09,1.04568025183423e-09,0,1.91099894963927e-09,0
ATP10D,1.92297253132206e-08,0,0,3.1283827941982e-08,0,0,1.8169998067114e-08,0,1.56306998751723e-08,0,0,1.44738698850595e-08,0
NFXL1,9.52373998358999e-10,0,2.65117266427731e-09,3.06123476819132e-09,0,1.70775988695395e-08,0,7.94649880493013e-09,0,0,0,0,0
TXK,0,3.24502114302701e-07,0,0,4.0034168298587e-08,0,3.36557028928392e-07,4.64635179736661e-07,0,0,0,0,0
TEC,9.37750607859253e-08,0,0,0,1.2178100351716e-07,0,0,0,6.29795202635925e-08,0,0,3.74329849523226e-07,0
SLAIN2,2.32242150170441e-09,0,3.2158651555852e-09,3.91039087307538e-09,3.37438735383725e-09,0,5.22237612759571e-09,3.82715039607982e-09,2.96275239284170e-09,1.4681028814977e-09,0,6.65182743854563e-09,0
FRYL,4.01552462103648e-09,4.8722012188297e-09,2.50923124020902e-09,6.33266432127874e-09,4.52739255384559e-09,0,7.8272208152718e-09,1.67933695316819e-09,2.28662835377726e-09,1.3671331942526e-09,0,8.31906002927019e-09,0
OCIAD1,3.62783381564456e-09,7.1447810725066e-09,6.66521278010018e-09,5.53791010773017e-09,1.01523522994633e-08,6.66022443595628e-09,9.97448284934087e-09,2.60436526364617e-09,6.53499724838566e-09,7.97142218791712e-09,0,9.92979208712093e-09,0
OCIAD2,8.67710118311031e-08,1.835566230102e-06,1.64010672547115e-06,6.30528877728753e-08,9.59061597450525e-07,1.08112742258646e-06,1.5233284397265e-06,9.06121108856387e-07,1.64816660307794e-07,1.83842707415346e-07,0,8.91880447660209e-07,0
DCUN1D4,2.93486733386388e-08,0,0,2.2634758629873e-07,0,0,8.57835017245112e-08,0,8.44070930085692e-08,4.99258899791409e-07,0,1.13184760098705e-07,0
SGCB,5.36249830217225e-07,0,2.52068486717537e-06,1.13379717513762e-06,7.49930934229815e-07,0,0,1.02675094813443e-06,6.2258005369029e-07,1.99337942729739e-06,0,3.01292986290268e-06,0
USP46,9.2849751391253e-09,0,2.22161036143054e-08,0,5.89531796278686e-08,0,9.42920394294755e-08,0,2.88290359071245e-08,0,0,1.26686816089617e-07,0
USP46-AS1,0,0,0,0,0,0,3.1022287562654e-08,0,2.28913614053821e-08,0,0,0,0
SCFD2,1.24011323743539e-07,1.03247279213029e-06,0,0,3.44968286055152e-07,0,0,1.0863371354924e-06,0,3.54124643542411e-06,0,1.44525012159175e-06,0
FIP1L1,6.61657901896753e-07,1.10883355511517e-06,2.15281131763459e-06,1.73538820470565e-06,2.72002763811549e-06,2.29548022375931e-06,2.15955365595853e-06,3.10699240570805e-06,1.25425213509994e-06,2.0137671360937e-06,0,1.41893486460478e-06,0
LNX1,1.37667726975872e-08,0,1.08074467319927e-07,0,0,0,0,0,0,0,0,0,0
CHIC2,2.92413433148732e-07,9.85042653180937e-08,1.29455090768583e-07,1.96548575391411e-07,7.97049263628561e-08,1.85416025607189e-07,3.1318874709391e-07,8.35293094411452e-07,2.10302893506294e-07,5.92813661856708e-08,0,1.2064931246563e-07,0
KIT,0,0,7.15880973329121e-07,0,0,0,0,0,6.0039517857221e-07,0,0,0,0
SRD5A3,4.27805788109355e-09,2.94819285787607e-09,3.69960158251126e-09,1.23934086382318e-08,7.59441398767519e-09,8.6473904940304e-09,4.86985782878711e-09,6.63447764535799e-09,7.64918684420559e-09,6.26818271566161e-09,0,3.47807583067851e-08,0
TMEM165,3.0199607320883e-08,2.51657472059074e-08,2.58267886093079e-08,3.81895616438158e-08,3.10473235765392e-08,1.93402462515763e-08,3.09102610775868e-08,2.23563524313651e-08,4.05755732433405e-08,3.19052517575244e-08,0,5.14112554944231e-08,1.13938261240939e-07
CLOCK,5.93001563547184e-09,0,5.63835080663981e-09,0,1.59423149556886e-08,4.55125220669703e-08,0,1.55962287122695e-08,1.46759952119706e-08,0,0,0,0
RP11-528I4.2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC1,8.14972189740165e-07,0,7.84186013616813e-07,1.00959132781236e-06,1.06028816904499e-06,0,6.56091614845435e-07,2.30589126255283e-07,8.56072528456125e-07,3.63644012200571e-07,0,1.16571547719578e-06,0
CEP135,1.03483520221528e-09,1.74813299550559e-09,1.74381913174802e-09,2.62961413238519e-09,1.34410465278966e-09,0,1.347792896323e-09,2.75741324750628e-09,2.27423266627207e-09,5.65435113735089e-10,0,2.55588344515051e-09,0
AASDH,1.79966847494146e-16,8.26050263008674e-16,2.94654116647033e-16,3.10872018934132e-16,8.73805350637293e-16,0,0,0,9.13724219952641e-16,4.94722336447802e-16,0,1.82112977973899e-15,0
RP11-646I6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
PPAT,1.45856991248659e-11,0,2.72893388853298e-10,0,0,0,4.22102234192275e-10,8.7840736554814e-10,0,2.04067355816369e-09,0,0,0
PAICS,1.00064528189539e-10,7.17719731955466e-10,5.26847512597805e-10,2.33382918793619e-10,5.89556077415062e-10,0,4.90796550264916e-10,5.29916547642943e-10,5.16901513860587e-10,9.78026777112692e-09,0,1.52122575754226e-09,0
SRP72,3.10716666989921e-09,6.23643807626432e-09,1.3038256527552e-08,4.98847503293937e-09,8.33907795029259e-09,6.76230233757956e-09,9.48765735476159e-09,1.12796581295868e-08,5.40624163968201e-09,1.94151762940003e-08,0,9.84263628581338e-09,0
HOPX,1.04252409044284e-06,0,1.25716247654705e-05,0,1.48132546371821e-06,2.01591776209584e-05,7.97387837328291e-05,1.61858534131741e-06,1.51908170194226e-06,8.3867279526138e-06,0,1.47604367154028e-06,0
SPINK2,0,0,1.00299306395247e-06,0,0,0,2.15401109745924e-06,0,6.01528717486988e-07,0,0,0,0
REST,1.1626317367366e-06,3.00649942091466e-06,2.47653872785479e-06,2.02947372509966e-06,2.35301661690806e-06,4.49249020854695e-06,2.42065606044752e-06,4.26566921470262e-06,3.16772053462899e-06,1.80690238148897e-06,0,1.7684043791789e-06,0
NOA1,8.44802137862613e-10,4.97362260461994e-09,5.00279094932733e-09,1.82909533573591e-09,5.20840209793193e-09,3.56999100192858e-09,2.03633856888017e-09,2.45287864934312e-09,1.61073693135357e-09,4.48721441398904e-09,0,1.64765972717471e-09,0
POLR2B,1.70105376928949e-09,1.79801951244873e-09,4.15485260504573e-09,2.51751749717654e-09,2.60360011615832e-09,3.4160438464709e-09,8.76023845578165e-09,6.35729394274197e-09,4.84445620870411e-09,7.86916642968692e-09,0,4.25008556639034e-09,0
IGFBP7,5.64221704974778e-06,0,0,2.28001075730803e-06,0,0,2.2292927200596e-05,8.50205632246289e-07,9.98093022085794e-06,0,0,0,0
CENPC,4.07913236729337e-16,2.3499997352232e-15,2.67158716376334e-15,1.45991509389704e-15,1.68237045844281e-15,0,3.18969422563441e-15,9.54689778914559e-15,1.9303049866445e-15,0,0,1.78737546881771e-15,0
STAP1,5.54627999372931e-08,0,0,0,3.29103240342249e-07,0,2.34588674787292e-07,1.60671358036721e-07,9.40469591675622e-08,9.67900496490554e-08,0,3.08724985331926e-07,0
UBA6,1.72972720383916e-09,2.49853830436237e-09,1.42882583024303e-09,8.12310519151667e-10,2.33163023079342e-09,3.56124418472984e-09,8.74761959640438e-10,2.04979878861904e-09,1.66025173219853e-09,1.76878052035912e-09,0,4.27902626874425e-10,0
UBA6-AS1,1.02316075594532e-10,0,2.3098265911919e-10,0,3.78446572289748e-10,1.51209338736145e-09,1.19728561584299e-09,1.82930403237055e-09,1.31757141468241e-10,0,0,4.64334043659584e-10,0
YTHDC1,2.0433034518334e-08,2.1542605459595e-08,2.03656608363581e-08,2.152857801854e-08,4.59529858298304e-08,6.04077183142488e-08,4.35735181936768e-08,1.05358171728556e-07,3.97202972639706e-08,3.00353233356282e-08,5.53261877098498e-07,3.56387908341202e-08,0
SULT1B1,8.90110566685201e-11,0,0,0,0,0,0,0,0,0,0,0,0
IGJ,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP3,7.32360251573587e-10,1.53710468917463e-09,2.23083242712542e-09,8.38289306702185e-10,1.03774564232322e-09,1.06782653207528e-09,1.62398850348088e-09,6.93645403964471e-09,1.2273662764361e-09,2.96470460821956e-09,0,3.32904695334358e-09,0
RP11-46J23.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUFY3,6.24653910038292e-11,0,0,1.07315202694616e-10,6.6260626620087e-11,0,5.4762195687581e-11,0,3.12747920542624e-10,0,0,4.82897716585809e-10,0
GRSF1,9.64578497114814e-09,1.52024262520953e-08,2.08065552244281e-08,6.8425316631117e-09,1.61074835339093e-08,3.78178826691364e-08,1.25483254251924e-08,1.14527952178492e-08,4.83519149365171e-08,3.97071916367056e-08,0,5.21251796740459e-08,0
MOB1B,2.11246418451817e-09,0,8.71363670765044e-10,1.14125259478598e-09,2.98453754505933e-09,0,0,0,3.30823879995908e-09,1.8110977454658e-09,0,5.9752290632126e-09,0
DCK,5.61220485356553e-09,5.03355581379526e-09,5.88355055871978e-09,6.14556657089523e-09,1.18198941937863e-08,9.42243667250664e-09,5.67989029444617e-09,4.13637526007564e-09,1.04376725183381e-08,4.54747845148336e-09,0,2.21667076850778e-08,0
COX18,0,0,2.01477289311086e-11,2.91722256240249e-11,7.11086369850757e-11,0,3.53450412403606e-11,6.66609346893431e-11,3.05627964002907e-11,5.39441180290841e-11,0,2.30271849239191e-10,0
ANKRD17,1.74181123122214e-09,5.94701349989975e-09,5.10346767302027e-09,3.86106362238155e-09,2.43574027674244e-09,1.09478896139986e-08,6.42459826449525e-09,5.83965666947801e-09,2.64874510402068e-09,4.59996885440611e-09,0,3.15372144774332e-09,0
RASSF6,0,0,0,0,2.01987609332302e-07,0,0,0,0,0,0,0,0
IL8,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL6,1.71648672286217e-07,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,7.12431023185662e-06,8.18866585462763e-07,3.12475787067101e-07,5.36863121460422e-07,5.24073887699221e-07,0,0,0,1.38075596215608e-06,0,0,0,0
PF4,2.2218391832738e-07,0,1.80231221662207e-07,0,1.46177435252497e-07,0,1.13657094183164e-07,4.64115035789941e-07,1.82532995690111e-07,8.97795421493503e-07,1.87517765978422e-05,2.45284107588049e-07,1.19312707525889e-05
PPBP,1.07541083663661e-07,6.23054371523112e-08,6.79712737604561e-08,1.32702416546708e-07,9.62275955358774e-08,7.19705889040945e-08,6.12234804245761e-08,1.15392520064242e-07,8.54002211851796e-08,3.20369531084009e-07,0,1.58382014745819e-07,3.9529193591544e-06
CXCL5,6.20560088073814e-07,0,0,2.97119848978598e-07,0,0,0,0,4.10770517357685e-07,0,0,0,0
CXCL3,2.61340436917127e-05,0,2.55188664439062e-07,4.3562773902537e-06,0,0,2.71072431436466e-07,1.12212387962626e-06,4.13868382652786e-06,0,0,4.60469530076042e-07,0.000105417404123709
CXCL2,2.0437498415484e-05,6.72814034962663e-07,0,2.48978948494604e-06,0,0,0,0,3.05708762752483e-06,0,0,6.09075126962696e-07,5.53781101625101e-05
MTHFD2L,1.22728946109576e-07,4.01035790233288e-08,0,7.0967183121379e-08,0,0,6.60339893146992e-08,3.79941876345421e-08,7.72603180581734e-08,2.01892760590372e-07,0,1.42173875940545e-07,0
EREG,4.75674435023758e-06,0,0,4.03494796072975e-06,5.10432582330221e-07,0,0,0,1.16332358572998e-05,0,0,0,0
AREG,0,0,2.99318809220897e-16,0,0,0,0,9.39242935044046e-16,0,0,0,0,0
PARM1,0,0,0,0,0,0,0,0,3.73133746237582e-06,0,0,0,0
RCHY1,5.95814693763365e-10,1.38221140463739e-09,1.86305281864634e-09,1.26128070517238e-09,7.35591660616142e-10,0,1.11028950889253e-09,5.57828468573522e-09,1.17248421140473e-09,1.40287177089159e-09,0,2.97828929710201e-10,0
THAP6,1.63585214630463e-10,6.57421255522756e-10,0,2.94255361452762e-10,3.67209293805935e-10,8.02112352596712e-10,1.40502274211281e-10,3.80461585927724e-10,1.46593714804098e-10,4.28739081606008e-10,0,2.36852171654128e-10,0
CDKL2,0,0,0,0,0,0,0,2.66005171421511e-07,0,0,0,0,0
G3BP2,3.4568025558854e-08,4.96121161735936e-08,3.80346481348401e-08,3.13339135318491e-08,3.81930025219908e-08,2.31908558329553e-08,3.32666782751844e-08,1.5987723268506e-07,5.63276803513403e-08,6.25886976704694e-08,0,5.48364399031895e-08,0
USO1,1.2706970515337e-09,1.54373126639705e-09,1.10831077042868e-09,1.61258867564646e-09,1.77072426760898e-09,1.13104585374636e-09,2.00471958178468e-09,0,1.83940370848807e-09,1.70934019209151e-09,0,2.85706265141099e-09,0
NAAA,3.18093734368247e-07,9.5237616741985e-08,5.95903264753416e-07,1.15638221578761e-06,3.1822812461164e-07,5.43146299687393e-07,1.78636758958495e-07,3.50319145851502e-07,3.77887033411139e-07,6.02937741662791e-07,0,2.94457925569717e-07,0
SDAD1,6.44704802407269e-08,2.14483249567433e-07,3.3499084049652e-07,1.29776855318759e-07,3.90933513737164e-07,5.89322865723352e-07,1.17594221283785e-07,1.70985601676294e-07,1.41920142500564e-07,8.08355660477703e-07,0,5.04129407364693e-07,0
CXCL9,3.76158090134781e-07,0,0,0,0,0,0,0,2.40431068323915e-06,2.3462851152758e-07,0,1.78516708510514e-07,0
CXCL10,1.3706881904729e-05,9.36405251527877e-07,8.9891379237116e-07,1.14923099177812e-05,4.09899001328716e-06,1.10749555750174e-06,8.12515090594654e-07,1.72922322473594e-06,9.94185663476364e-06,5.24899283866234e-06,0,5.85387186844017e-06,2.50619496112312e-05
CXCL11,3.7556832464798e-06,0,7.97179349032968e-08,1.83408264137563e-06,2.18472140953895e-07,1.61585581913668e-07,0,9.84685513665311e-08,3.04277723502452e-06,8.28471364791601e-07,0,6.06316927172878e-07,6.4227331949799e-06
NUP54,1.03618913692821e-09,2.07279291859511e-09,3.52624885556508e-09,1.17445107227194e-09,3.75349027203428e-09,2.73924685867413e-09,4.5607929760016e-09,1.52807495835582e-08,3.98215086130863e-09,4.35994503092199e-09,0,3.98312399399646e-09,0
SCARB2,3.30874652497507e-07,0,3.16628847087554e-08,3.09082874885137e-07,1.34085850518087e-08,3.98766494756284e-08,4.00895251064484e-08,1.45251312586912e-08,1.60409181760154e-07,7.36664239582201e-09,0,2.64885979342618e-07,0
SEPT11,1.68791558827066e-08,7.76793371973411e-08,5.52111649847025e-08,0,2.39181793360683e-07,2.06980498298819e-07,1.94616634434073e-07,3.70848625505662e-07,1.04263256676947e-07,4.05622658279725e-07,0,7.77522548217888e-07,0
CCNI,1.68821808011671e-08,1.88659928404698e-08,1.76984492490896e-08,1.65793874354192e-08,1.34352362172088e-08,1.2014346925602e-08,1.184699867551e-08,8.40137857457418e-09,1.57318599372087e-08,1.07638430936546e-08,3.73768520024558e-08,1.57125724726158e-08,0
CCNG2,3.31980924068216e-08,5.09275315070339e-08,0,6.67275552047579e-08,2.815147374573e-08,0,7.66080355841197e-08,1.83050970418862e-08,3.18087642165677e-08,3.70956496349039e-08,0,3.80034018525277e-08,0
CNOT6L,3.103242246365e-08,1.67404123559952e-07,1.2933347096207e-07,6.81506046834254e-08,2.64760772703185e-08,1.29314573959496e-07,1.05027866157788e-07,1.01649004037806e-07,6.85772929461056e-08,1.56258626971149e-08,0,5.52953750391056e-08,0
MRPL1,1.01737569043799e-09,3.24710778130293e-09,5.59076630026865e-09,2.40027104318953e-09,9.30981660066072e-09,9.75638825076748e-09,5.6245834824481e-09,3.51070678323497e-08,4.29673085844423e-09,2.0341576160673e-08,0,1.45612950625046e-08,0
LINC01094,6.60789743778527e-09,0,0,9.8253637715741e-09,0,0,0,0,1.36901068621777e-09,0,0,0,0
RP11-109G23.3,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP2K,7.94051797292243e-10,0,0,2.52926217183733e-10,8.73445967453992e-10,0,3.48952407906254e-10,6.60651499440306e-10,5.64196458401828e-10,7.29531291105038e-10,0,6.48111238788829e-10,0
PAQR3,0,0,0,0,0,0,0,0,0,0,0,9.83695691469872e-08,0
ANTXR2,8.41488437325091e-07,1.33727412538143e-06,1.78730995280549e-06,8.3083277034508e-07,1.17535390205514e-07,0,1.38079132950644e-07,2.8827202487028e-07,3.21833015422084e-06,1.46458448627514e-07,2.15392028488728e-05,2.00410105690248e-06,0
PRDM8,0.000179176940679628,0,0,0,0,0,0,0,0,0,0,0,0
RASGEF1B,2.61464254280843e-06,3.73630990518482e-07,0,4.23390670455652e-06,1.97372527040617e-06,0,1.08598169006319e-06,1.02370784328941e-06,8.74558363229191e-07,1.36534327326006e-06,0,8.50557943690412e-07,0
HNRNPD,1.29138054677177e-08,1.00046114640156e-08,3.48197432403565e-09,1.91210658433661e-08,1.06344868426412e-08,1.00108785390703e-08,2.37794233764784e-08,4.05636020672365e-08,2.39132913050504e-08,3.79010136727174e-08,0,3.88577423766902e-08,0
RP11-127B20.3,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPDL,1.96262724037904e-08,3.13528057985491e-08,5.48382476655651e-08,3.28523078344267e-08,5.10923580919013e-08,5.64645428398531e-08,4.52910508322728e-08,1.30879710303301e-07,2.77356150353424e-08,1.37730040624456e-07,0,5.19176940539119e-08,0
ENOPH1,1.37027817891752e-09,7.34746976513143e-09,8.3884183546318e-09,5.73528819931418e-09,7.28852476292599e-09,7.56081898121561e-09,5.47073839116132e-09,2.50887416974756e-09,5.48618750489744e-09,2.0729332139044e-08,0,1.39591806378272e-08,0
SCD5,0,0,0,0,0,0,0.000290533187621604,0,0.000143990707618334,0,0,0,0
SEC31A,1.62742354236824e-09,1.69540949755495e-09,2.13715814905518e-09,2.45867144734147e-09,0,1.9176545767007e-09,1.71173156191287e-09,1.0932703194904e-09,3.4034285994409e-09,3.10726617223151e-09,0,4.66006941339566e-09,0
THAP9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP9,2.42368071810498e-12,6.06461061012869e-11,0,0,0,0,2.8783211439861e-11,0,0,0,0,0,0
LIN54,3.10664200504674e-08,0,0,0,0,0,7.08823662605596e-08,6.81702359679305e-08,0,0,0,5.19789731624356e-08,0
COPS4,9.38994397684618e-10,2.16546855214393e-09,1.69408541940801e-09,1.50838997667593e-09,1.56744878491739e-09,1.58293275080385e-09,1.99453920412793e-09,3.72129522883244e-09,1.50559103616914e-09,1.94853340535662e-09,0,3.64915432290343e-09,0
PLAC8,2.61724604554742e-06,7.79609348779348e-06,4.89106353558424e-06,2.20218270140266e-05,1.01249963045253e-05,7.265003850095e-06,1.06515482701126e-05,5.93169530504545e-06,2.44936841689202e-06,8.35977815561037e-07,0,2.99727813253359e-05,0
RP11-576N17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ2,5.84969786968428e-08,1.14661032524532e-07,1.01981757228167e-07,3.17464197019937e-07,1.52123304471539e-07,1.10723982929376e-07,7.86619518629603e-08,1.04205041864232e-07,8.84554469446352e-08,3.14212018321003e-08,0,2.47741119635754e-07,0
HPSE,5.39154543910572e-05,0,4.41450068788315e-07,9.52404486480879e-06,7.05000572295087e-07,0,0,0,5.58872618504681e-06,0,0,8.28845154136877e-07,6.28810215339145e-05
HELQ,2.61625321861784e-10,0,3.87808614467739e-10,4.40855020474245e-10,2.99397385523612e-10,0,1.90978929296737e-10,6.93597888357117e-10,1.58786235102053e-10,1.01771139154479e-10,0,6.38284823162515e-10,0
MRPS18C,2.2907486777471e-09,1.94928460368339e-09,2.56803463620811e-09,2.53855130502668e-09,2.77569956779234e-09,2.59851771621543e-09,2.22126027267854e-09,2.45968129901553e-09,1.35982705547564e-09,4.18553127034837e-09,0,4.95591476258889e-09,0
FAM175A,8.75229346622688e-09,3.1523429165985e-08,1.56634834163046e-08,6.38942843597215e-09,3.28644133860308e-08,0,4.91928533525508e-09,0,1.32316910651882e-08,4.66610238942098e-08,0,1.13257628143176e-08,0
AGPAT9,0,0,0,0,0,0,0,0,0,0,0,0,0
CDS1,3.12962349113882e-07,0,0,0,0,0,0,0,5.17478548757253e-07,0,0,0,0
WDFY3,1.2428800673832e-07,0,0,3.78999365609379e-07,0,0,1.49360244227324e-07,0,2.61322211026326e-07,0,0,0,0
ARHGAP24,3.86849871846007e-07,0,0,3.49262821712032e-07,2.81199656216098e-06,0,1.08899511033702e-07,2.23655282815536e-07,5.89238009167848e-08,1.85316197390962e-06,0,6.98587700172477e-07,0
C4orf36,1.36772664809554e-07,0,1.23758109904601e-07,0,0,0,0,2.51998980076822e-07,2.25183674891403e-07,0,0,0,0
AFF1,1.03505813059435e-07,1.20792756210406e-07,3.7703057007766e-08,1.06171198826753e-07,0,0,0,1.39075292114153e-07,3.04097573923629e-07,0,0,1.61582553227475e-07,0
KLHL8,9.3339904066706e-10,5.21677649328694e-09,2.02167893787626e-09,4.18986164726975e-09,7.28735767449815e-09,0,0,1.18952374820123e-08,1.45474240307793e-09,1.34478251067367e-08,0,3.8385159678267e-09,0
HSD17B11,6.00734425994244e-08,1.1361411791925e-07,1.02186750984529e-07,1.28338927262756e-07,8.89903212130995e-08,2.51579643947034e-08,1.24824467422812e-07,7.90615557228468e-08,4.10903405866495e-08,1.62392960063721e-08,0,2.43125038684363e-08,0
NUDT9,3.29694879677259e-10,7.19205244309894e-10,4.83889225065099e-10,3.4873448162029e-10,4.90834731552509e-10,0,3.07584197256282e-10,3.31829900919228e-09,5.65823364517643e-10,7.00759333591297e-10,0,2.58247420128565e-09,0
SPP1,8.99793180841523e-07,0,0,3.23096954556728e-07,0,0,0,0,2.44260554020993e-07,0,0,0,0
PKD2,3.22673990510745e-08,1.78933097247707e-07,0,0,1.61200494175526e-07,0,0,0,0,0,0,2.61046323127582e-07,0
ABCG2,3.07689096476946e-08,0,0,0,0,0,0,0,0,0,0,0,0
PPM1K,3.29232717803992e-07,5.02902508468078e-07,5.12427014409987e-07,2.41724369333663e-07,8.76112109963831e-07,4.79821646146546e-07,4.61824622417088e-07,5.43446607279227e-07,6.65356502658103e-07,3.51971301817262e-07,0,7.26674959168854e-07,0
HERC6,1.93357421414243e-06,2.33117388972531e-07,1.3665414766712e-06,1.88003465574408e-06,1.44754979726281e-06,6.76299916570981e-07,1.57659405675455e-06,1.80363759409061e-06,2.28130085144575e-06,6.04352664356409e-07,0,1.46422860162816e-06,0
HERC5,1.94641221758786e-05,3.47905756258083e-06,1.15510593450027e-05,1.48904152848248e-05,1.87565051143666e-05,1.27419470794914e-05,1.0545693657519e-05,1.60565292400559e-05,1.71699706894088e-05,5.7952424711978e-06,0,1.82264296865243e-05,4.76141561280312e-05
PYURF,3.1014498337358e-09,1.01088702983944e-08,9.30205987243669e-09,4.06780392084567e-09,7.29768980528691e-09,7.37126621129762e-09,9.8687067948715e-09,5.76437130321904e-09,5.31417197983235e-09,1.12239723329131e-08,0,7.0301975793872e-09,0
HERC3,1.26686658231533e-07,0,1.11357140439221e-07,0,0,0,1.47584972478743e-07,3.14042482175314e-07,3.54537270518853e-07,0,0,0,0
NAP1L5,3.34617217794411e-09,3.25751341792539e-08,2.4970883597365e-08,0,1.70808718691252e-08,0,8.79796409572146e-09,1.69660397970129e-08,4.44199712572674e-09,0,0,1.14596983888359e-08,0
FAM13A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM13A,2.01315265921055e-09,1.39689914693549e-08,0,6.1447251246953e-09,6.68672959092545e-09,0,2.56245480085853e-08,2.42570874005633e-08,0,0,0,4.92579602184614e-08,0
TIGD2,4.34985786137436e-08,0,0,0,3.39077249233806e-07,0,3.18646571793772e-07,0,0,4.39235602318851e-07,0,6.40253608105188e-07,0
GPRIN3,1.15669953330164e-07,0,0,1.50154096512638e-06,3.65970616877763e-07,0,3.26226436670766e-07,1.1962128772222e-06,3.5892519782862e-07,0,0,4.33365909653801e-07,0
SNCA,6.81569404242034e-06,0,1.18694898359853e-06,2.05473326656625e-06,0,0,6.73775154320171e-06,0,7.206682705884e-06,0,0,1.97133764395076e-05,0
MMRN1,0,0,0,0,5.38824369409841e-08,0,0,0,0,0,0,0,0
CCSER1,1.96861351675415e-07,0,3.69648701304556e-07,0,3.54676842791463e-06,0,0,0,2.09128270433841e-06,7.83762976167195e-07,0,0,0
SMARCAD1,2.40336951455566e-10,1.33973474197021e-09,1.34840919158609e-09,0,1.34242094561653e-09,3.78890330004464e-09,1.84148275357203e-09,1.43205757090055e-09,5.86426998319511e-10,3.77903270599199e-09,0,2.07104169382251e-09,0
HPGDS,0,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM5,1.13261615124094e-06,2.21153063434902e-07,3.1734836355612e-07,2.18277934359876e-06,3.16771616118701e-07,0,0,6.22083469157132e-07,1.29690898393131e-06,2.65909567465102e-07,0,2.09163604654037e-07,1.09101259584484e-05
RP11-323J4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GDS1,5.07981792397189e-09,6.93977613804975e-09,2.1518708158658e-08,2.81029853750453e-09,6.3798832978133e-09,0,4.56818817339613e-09,5.92266297054015e-09,2.45965925221382e-08,0,0,3.31819082852999e-08,0
TSPAN5,6.82063935354705e-08,1.52242088605769e-06,1.15299902634617e-06,0,1.33804139406481e-06,0,2.10522644107114e-06,7.45908600055475e-07,0,0,0,0,0
EIF4E,3.2744761374124e-09,6.87655622777889e-09,3.44579418299e-09,2.69127669830401e-09,3.76165839183787e-09,5.48238256197256e-09,6.27978829167846e-09,6.9427549890017e-09,5.72680198235138e-09,2.21925112961283e-08,0,8.43215201389902e-09,0
METAP1,1.04012476031835e-09,3.51242177155102e-09,3.13997020526373e-09,7.35911366401618e-10,6.60596460171376e-09,0,3.11555192137269e-09,4.53108126383881e-09,4.56642718198156e-09,1.16022335259402e-08,0,1.12110488241099e-09,0
