,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster13
DDAH2,0.343846778945653,0,0.0584217790805181,0.416323308990743,0.280879740133284,0.0615559912004366,0.18721762889555,0.119380306232006,0.39739819203455,0.115694401497191,0,0.211534662238821,1.34361157123749
CLIC1,2.76242327506355,0.421744051459293,0.89647342226026,2.58637359849927,1.97238090154876,2.141602198658,1.88713425677894,0.476246066183776,2.05131537990656,1.55368312196521,0,2.12061637291018,2.512152484619
VARS,0.00093453412828521,0.0289019347350714,0.0184903998817734,0,0.0163743432297384,0,0,0,0.0068233385015129,0.097060781162095,0,0.0607705026798323,0
LSM2,0.0923202545338573,0.185118222984782,0.199262518587036,0.0792943161591316,0.420615980546981,0.290777059983016,0.408954699543898,0.429254402427523,0.196978836714356,0.358725255354754,2.11168655381106,0.508208159051667,0
HSPA1L,0.00106277541872615,0.0225967129014987,0,0,0.0136278872756927,0,0,0.0217889793049786,0,0,0,0,0
HSPA1A,1.91527640788314,0.0840371411755774,0.0599151107982155,0.896130430710815,0.0848236369496611,0.0687601378583965,0.0754596687780607,2.00918198359216,1.23461894672358,0.429482688450268,0,1.08888919148016,1.34361157123749
HSPA1B,0.208856560443673,0.0249993412138086,0.0303127630278202,0.0686957840282067,0.0436213585837067,0,0.0265326795770751,0.697507621820207,0.234955893263159,0.219159066410676,0,0.138760575442237,0
C6orf48,0.134259536140682,1.18419338014619,0.763500133027585,0.132694417296013,0.579411300645206,0.513046979343651,0.473530930556679,0.787577370997542,0.225083504346032,0.476465119728683,0,0.322001582843684,0
NEU1,0.177140116848657,0.028544623437237,0.100447511937383,0.108768079669861,0.10475878333739,0.0615559912004366,0.135764817007162,0.147989584530564,0.0911857042353994,0.165349912616175,0,0.310162565567535,0
EHMT2,0.003283588088801,0,0.0801362915528149,0.00752756598761111,0.089521474770357,0.0808937761887569,0.0467206931067981,0,0.0222410142076054,0.0392507087307119,0,0.0820684793771572,0
C2,0.0261641241166307,0,0,0.0118371590257684,0,0,0,0,0.00614385172097776,0,0,0,0
NELFE,0.204286449995948,0.0441469224335743,0.190174293886763,0.286053748169939,0.282681125342846,0,0.17502188649781,0.2071487928814,0.210190062926048,0.584315612395176,2.11168655381106,0.264287891321986,0
SKIV2L,0.00159453393668908,0.0482542793523225,0.0200839073961941,0.0419430757572865,0,0,0.0126698901378489,0,0,0,0,0,0
DXO,0.0138616867584438,0,0.055779818666151,0.0126859712077694,0.050657921668765,0,0.0369346248557005,0.16501567067083,0.0198140626857216,0,0,0,0
STK19,0.00543937153006076,0,0,0.0229481140338917,0,0,0.0134357727891499,0,0,0,0,0,0
ATF6B,0.125789175765461,0.272280173949713,0.238593003593102,0.17538289162184,0.231086657972519,0.0802245168972714,0.299292040725412,0.145913596485373,0.167801927451888,0.153460274321958,0,0.203155990044403,0
FKBPL,0.0084994121013357,0.022769332346596,0,0,0.0337518281540345,0.138652208482057,0.0111226531363227,0.0239310338801345,0.00635061062509175,0.0410889226073144,0,0,0
PRRT1,0,0,0,0,0,0,0,0,0,0,0,0.0192170240635365,0
AGPAT1,0.0262430080924299,0.0204169940174034,0.019309430027684,0.113801143868337,0.0135061435749066,0,0.0321075719277819,0,0.0346292422469104,0.01435867143407,0,0.017116105074977,0
RNF5,0.11569563209959,0.244205837040113,0.252789265435264,0.343451416902733,0.392603599506971,0.356517363097144,0.423055933450206,0.277336929356507,0.320207386523575,0.253083734898371,0,0.596116946281305,0
AGER,0.00575818993081563,0.0314286203058775,0,0.0163180280079156,0,0,0,0,0,0,0,0,0
PBX2,0.0278902494108143,0,0,0.019863185716861,0.0442870709463669,0,0.0121371208053999,0,0.0246314534131515,0.0327480893848051,0,0.0266999474451781,0
GPSM3,0.905133518369083,0.77096591318429,0.554813693706394,1.08868907266248,0.68370275232043,0.204041736268684,0.406986124020045,0.379985948314944,0.648639315778241,0.18074609010229,0,0.396912692444668,0
NOTCH4,0.00169056402670366,0,0,0.0115586541658801,0,0,0.013506520404191,0,0,0,0,0,0
HLA-DRA,3.48503486736285,0.0833264733996304,0.151795482445943,3.03015831872524,3.81659114764579,0.657859226677671,0.325492878595105,0.216209407670707,5.24550389927915,4.1675685868399,0,4.14681775652717,4.10247946707462
HLA-DRB5,0.204371923939029,0,0,0.124067684924998,0.102068291511795,0,0.0244125895212082,0,0.956065694552127,0.428841978506226,0,0.347743239147382,2.89021436433324
HLA-DRB1,2.80363738693274,0.0565383326063649,0.114174899725286,2.32154903913999,2.80767117954959,1.03368475280184,0.332362074264732,0.206556739598743,4.35943272977825,3.43896440409715,0,3.34181588450966,3.27698436950125
HLA-DQA1,0.415892582163555,0.0264605435837152,0.0098751792948556,0.284403344630377,1.39385014976812,0.0615559912004366,0.0227361528030685,0.0253835180792106,2.89378407046382,2.66470785807254,0,1.99523034016347,0
HLA-DQB1,0.675389053916166,0,0.0733536456230539,0.534654868777826,1.56797075281661,0.132820560893468,0.0778149063612222,0.0582703369812769,2.6048213649104,1.97294227487857,0,2.33522790648182,2.89021436433324
HLA-DQA2,0.00881921446647525,0,0,0.020097500853859,0.0608674096239405,0,0,0,0.255504559854648,0.131128906630252,0,0.0565778464868524,0
HLA-DQB2,0.00125615218360823,0,0,0,0.0149338194007494,0,0,0,0.0540811418610059,0.0336844869096403,0,0,0
HLA-DOB,0.00294693050481128,0,0,0,0.0553828550444945,0,0,0,0.127329058898319,0.0223971192818699,0,0.0668465925412728,0
TAP2.1,0.244809891566921,0.193725239363532,0.148214412333906,0.428224452475783,0.245648989314264,0.141537247367593,0.292856370178959,0.190014889317645,0.381652960934611,0.193216742990636,0,0.369646591331524,0
PSMB8,1.15818242869971,0.796242977218582,0.936655204737011,1.67887377323351,1.40303827304195,1.54251749891999,1.11312254791538,1.11477212385407,0.920228195191137,1.1279025043981,0,1.70799532012069,0
TAPSAR1,0.191130901022158,0.235810202628557,0.303924024984582,0.416592155253113,0.349401070031329,0.216085560482247,0.285680865139096,0.346862597928679,0.234487985672073,0.179104546131379,0,0.0926863550352169,0
PSMB9,1.89040182582238,1.18406043912579,1.39907579029666,2.46515444435783,2.18957318464946,1.73451401302982,1.65005959865552,0.685420031356456,1.45230914367074,1.36973948045424,2.11168655381106,2.18342395141642,2.25114268953293
TAP1,1.09692026984792,0.215341710391332,0.394474836595335,1.01456267931291,0.698120270614244,0.480620695860749,0.632586626616716,1.02897644772536,1.19689863460854,0.915805450508271,0,1.45215406805055,1.89697833179407
HLA-DMB,0.100555356018165,0,0.00966000699993357,0.114605293377218,0.293581542106123,0,0.0524081546249286,0.0453629381757519,0.516378762034782,0.0140620125314938,0,0.827555042499731,0
HLA-DMA,0.6146173361986,0,0.00869209917510972,0.424515152392344,0.638100521705175,0,0.0508336120427095,0.0543871789826021,1.95162039464725,0.533591086322635,0,1.93208737223885,1.89697833179407
BRD2,0.161280570104007,0.161854392773705,0.206580033574903,0.0839995683659889,0.110901107019187,0.150190606833975,0.149514913022952,0.447920674863082,0.202802604396825,0.249476418667981,0,0.523504313580836,0
HLA-DOA,0,0,0,0,0.0846222842099998,0,0,0,0.071091724912821,0.0613659977275589,0,0.0612468754990959,0
HLA-DPA1,1.68719609713631,0.103622278725195,0.152377299078376,2.40570053397882,2.6468029628211,1.13850553777772,0.572211561348858,0.127570560423653,4.05579903466175,2.45926026552434,0,2.74407000002673,3.27698436950125
HLA-DPB1,1.72310881363331,0.105236461132637,0.371497521892851,1.57144493538832,2.67315219433476,1.55300910822648,0.72705359695857,0.171125714008951,4.13473041700312,2.19014615415178,0,2.40094216584646,2.512152484619
RXRB,0.0320627871729678,0,0.0599179879116325,0.0567330589384466,0.0220672000117012,0.153927357806797,0.0675308504322413,0.139593030063004,0.0602629828852251,0.0500869389204402,0,0,0
SLC39A7,0.057874023325758,0,0.0182921992246656,0.0737285291894053,0.0723338984866621,0.22137164954943,0.0897079366114029,0.130500429854222,0.0621237435359675,0.0924885116051072,0,0.11075119307933,0
HSD17B8,0.00512786982782583,0.0256159675062797,0.0275042217856924,0.0111134542039134,0.0145740339879245,0,0.0229309187105214,0,0,0.0358902467972317,0,0.0199909483601002,0
RING1,0.0709305048102495,0.0529384965187097,0.0389465589761888,0.0350472122891453,0.100699454838569,0.0776430956026976,0.0651787878089193,0.0739706977043442,0.048997735182343,0.0406741813725135,0,0.0807354156974176,0
HCG25,0,0,0,0,0.0285790750592999,0,0.0133267107604941,0,0,0,0,0.0234510968275749,0
VPS52,0.00596992943912815,0,0.0155944053168756,0.0231700274179528,0,0,0,0,0.00717281430343126,0.0421169944444343,0,0,0
RPS18,2.73335937041702,4.84595088584593,4.6856974381711,3.22743143405709,4.62429248071345,4.45992467373341,3.75198912831436,3.43042298704134,3.62045756336829,4.33588786725211,5.07995991075949,3.45097502814571,1.89697833179407
B3GALT4,0.103204724100182,0.10316352145113,0.056155602490898,0.14595242117696,0.0986896301295014,0.0834806126532941,0.102999374371743,0.0188948573691796,0.0648215310804015,0.0150400064499188,0,0.063954145205762,0
WDR46,0.0301801471373411,0.213795356492895,0.0672235851458066,0.0457490923020085,0.167005202743786,0.0795988088244672,0.169749949639287,0.022913976277816,0.0701760475101296,0.849673185788586,0,0.158806696672745,0
PFDN6,0.040038366463537,0.111281267845257,0.14066852890697,0.102707815707398,0.206367557675908,0.225552299905323,0.103871940939248,0.279955986377469,0.0631247489120244,0.337213854109732,0,0.222893733911916,0
RGL2,0.0433903741741007,0,0.0181557211809413,0.0318299628386092,0.0134589585733692,0,0,0,0.0591914262107872,0,0,0,0
TAPBP,0.491571010635285,0.160979334125228,0.188220726010106,0.480070953286408,0.47548480992082,0.603131539074361,0.473266033491146,0.381612661970718,0.687927165648727,0.3549598676502,0,0.813765629763189,1.34361157123749
ZBTB22,0.00621692659777997,0.0243586985056044,0.00875565707262454,0.0112786816278332,0.0150348909853009,0,0.0547002812838628,0.0501300376426271,0.0166865249367728,0.0154296699856786,0,0.0199477281825319,0
DAXX,0.0662307025877472,0.0297275104096788,0.0821154840947716,0.0973748495170765,0.172367924031817,0.0683103954781579,0.117558777532286,0.198191145076831,0.119022851709276,0.119536552568356,0,0.213140370037088,0
KIFC1,0.00137926589984357,0,0,0,0,0,0,0,0,0,0,0,0
PHF1,0.0819929167335288,0.113772261170776,0.0985963794435935,0.0451620393301814,0.0914166648316967,0.063158452960371,0.0777756523776773,0.528828552845503,0.0544545032853701,0.0358460837024969,0,0.0330523738920539,0
CUTA,0.195559287598169,0.588026962899132,0.686383722535118,0.179961543919439,0.476878240089701,0.218027414474769,0.496105015981538,0.789558246240153,0.278205219394493,0.442358018579402,0,0.383581571621411,0
SYNGAP1,0.00132463020282361,0,0.0108964827027515,0,0,0,0.0232665451895605,0,0.00436593610183752,0,0,0,0
ZBTB9,0,0,0.0279333834199349,0,0.0243049124439111,0,0.0136670666759578,0.0234058798044661,0,0.0505855342238216,0,0,0
BAK1,0.0781405945104803,0.118412870777332,0.0902013440839604,0.096785413910821,0.0590707042734161,0.0795426068868714,0.0502611779155546,0.167495331248931,0.134243804343996,0,0,0.0570021388889276,0
ITPR3,0.000946785270220621,0,0.00974689450229523,0,0,0,0.0130370063411111,0,0,0,0,0,0
UQCC2,0.040412846836637,0.055600929214707,0.133573387243902,0.0549597155226725,0.160975210752719,0.160971359535981,0.050370999720675,0.0480943099768266,0.0314810774409158,0.299891690320721,0,0.162922077634921,0
LEMD2,0.0249532572972281,0.0305109356802777,0.0635962964255827,0.0588394787476532,0,0,0.05347862714654,0,0.0311218381414183,0.0678390675641803,0,0.0342439890873501,0
HMGA1,0.660549944999427,0.389752913703802,0.182431971901411,0.258844204273073,0.482987138072653,0.0723368253990103,0.474840177513891,0.286560504566014,0.728430108371645,0.846351571508435,0,0.388876338563107,0
C6orf1,0.298964116843084,0.073973632348713,0.0988742904285654,0.143121824917452,0.140110118764088,0.337846739806444,0.218962983053642,0.0563832179233292,0.150612447401691,0.0314393427694316,0,0.224206117085017,0
RP11-513I15.6,0,0,0,0,0,0,0.0134357727891499,0,0,0,0,0,0
NUDT3,0.172764647025447,0.022769332346596,0.0503434208482267,0.334151728867469,0.140327239548996,0,0.109108903649721,0.0501645346923493,0.121755482485883,0.167951230368594,0,0.21945611505244,0
RPS10,0.92246184055786,2.07215469516496,1.90456382089054,1.23312840013622,1.95561975513339,1.8444107795381,1.20225832019483,1.31105081318434,1.58086576066658,2.43299621728257,0,1.42432121715733,1.34361157123749
C6orf106,0.0856823542147524,0,0.00891643556388676,0.115869501199179,0.0558262849930758,0,0.0134710133771783,0.0271787977131625,0.0719551253047127,0.0682746437111069,0,0.017877844600368,0
RP11-140K17.3,0.0165837129826512,0,0.00880916630190565,0.013416202939122,0,0.0802245168972714,0,0.0539749501492065,0.0142395336517615,0,0,0.0425470257177644,0
SNRPC,0.132532049563548,0.296322534046651,0.307852933921851,0.264560622383838,0.321109114583082,0.46044539620005,0.376141508828475,0.541471768005103,0.263620734376189,0.622326809598084,0,0.620014259239023,0
UHRF1BP1,0.00540957729577873,0,0,0.00914569723888926,0,0,0,0,0.00679345904229618,0,0,0,0
TAF11,0.0732193313240483,0.0376891488578214,0.0725448292878807,0.0712865628279026,0.0578373949473271,0.140026342381329,0.0520224595788399,0.129692992865792,0.100146896477591,0.134853140755915,0,0.187650817966796,0
ANKS1A,0.00866845115125192,0,0,0.0124461785630504,0,0,0.0142076814290264,0.0256784321770274,0,0,0,0.0194829778229479,0
RP3-329A5.8,0.00301894914618455,0,0,0,0,0,0,0,0,0,0,0,0
ZNF76,0.00575906298070715,0.0517992843878061,0.00909725903570324,0.022689580400109,0.0458603863075572,0,0.0399793738829398,0,0.0451805464689258,0.0578845835392477,0,0.0597181337523369,0
DEF6,0.0106703219722153,0.149766875875411,0.182493638125467,0.041975831527297,0.127001122405372,0,0.194019747730376,0.193663309674323,0.0124387183871913,0,0,0.0756854230145666,0
PPARD,0.00721230273729318,0,0,0,0,0,0,0,0,0.0206285551487756,0,0,0
FANCE,0,0,0,0,0.0128020511818747,0,0,0,0,0,0,0,0
RPL10A,0.969336908251363,3.42628584983817,2.9709901088955,1.78794232611266,3.26102904482725,2.51011293514741,2.17379262912312,1.93731521157643,2.00469919040036,3.25993826558535,2.74240835795063,2.57905138378923,0
FKBP5,0.046941858842808,0.102834369933978,0.130044959995976,0.0455048621220598,0.0519350551499464,0,0.0374537395343537,0.147709220727436,0.183765916906096,0.0480612744790103,0,0.138040855027231,0
SRPK1,0.0265234693825594,0.101316697645588,0.0633278760078787,0.0111516958422338,0.0739122930715747,0,0.0507365735200468,0.0507066697702452,0.0573967336555065,0.19964272546359,0,0,0
MAPK14,0.016693377909806,0.0722714726468501,0.0480662379609372,0.0464749382489782,0.0275823957635447,0,0.0904867749423576,0.1517975922431,0.0140579921600296,0,0,0.0398602613068842,0
MAPK13,0.0100761700471535,0.0428557161444521,0.0643894184314165,0,0,0,0.0262660781001375,0,0,0.037588084292045,0,0,0
RP1-179N16.6,0,0,0,0,0,0,0,0.0253835180792106,0,0,0,0,0
BRPF3,0.0116619404656031,0,0,0,0.0294168605399727,0,0.0395622621488261,0,0,0,0,0.0414254710620428,0
PNPLA1,0.00142014841998484,0,0,0.0116722065855639,0,0,0,0,0,0,0,0,0
ETV7,0.208396663270208,0.115989018924639,0.0630351491528178,0.178711523639372,0.121363532354049,0,0.0763526998247884,0.0699963617734534,0.188806641839473,0.136448928289363,0,0,0
KCTD20,0.043321884025415,0.0362599960043477,0.126119303703935,0.0594469017552557,0.0864389782133994,0.0814287526491093,0.0506209464592049,0.0570623105461069,0.105103533223162,0.0594020988202499,0,0.0630608031166156,0
STK38,0.0321745135835989,0.105639765397729,0.0540325283379351,0.106650866709829,0.044140384706096,0.0815791556040603,0.073834959228639,0.115457886304496,0.0188755319852089,0.032750219545672,0,0.0370307889703815,0
SRSF3,0.466000135067063,0.739409890484949,0.60248735429831,0.346828998716012,0.686447228890761,0.728869035069879,0.724568869928807,1.82422178548783,0.886846500006132,1.52109115746504,0,1.29720553392106,1.34361157123749
CDKN1A,0.42920756679479,0,0.0821682834326424,0.427229906098229,0.111223447395008,0.072663138054899,0.026122574880112,0.211998898476603,0.870080600773869,0.0890342930043043,0,0.595128748697815,0
CPNE5,0,0,0,0,0.0681774159705678,0,0,0,0.00840245198660699,0,0,0,0
PPIL1,0.00918793425196261,0.0256159675062797,0.0346253422414649,0,0.124139383595559,0.0815791556040603,0,0.0219560558435639,0.029472351740377,0.147485685318141,0,0.0391582103727992,0
C6orf89,0.0564464666415795,0.165038962455281,0.0426297048831804,0.0829311665504374,0.0443037526030909,0.0570730528779969,0.0745728431964153,0.053514710411844,0.060326231821356,0.0624666194969478,0,0.0708608965278281,0
PI16,0,0,0.0105862583860051,0,0,0,0,0,0,0,0,0,0
MTCH1,0.51619707469468,0.134555678235156,0.199787263069602,0.411108502856738,0.224359483214661,0.421382798394093,0.212182004539089,0.778445377190538,0.468419940500895,0.22158832430938,0,0.39562859767369,0
FGD2,0.102349235860535,0,0,0.10590530920227,0.0936321229627344,0,0.0103955447471869,0,0.119937067491601,0.018391548111602,0,0.177345505493061,0
COX6A1P2,0.106445920505028,0.0261417179369823,0.0882007317558921,0.105258391171472,0.106561594160982,0,0.114516254952541,0.174715959648232,0.149485365733733,0.0945667671026764,0,0.178371803611647,0
PIM1,0.123196875811682,0.525556621123085,0.388781584895978,0.264874218128216,0.184619619864547,0.42846075435202,0.248791305801352,0.997252998948874,0.0798661970326542,0.185579130173954,2.11168655381106,0.0413860351548532,0
TMEM217,0.00171720334241086,0,0,0,0,0,0,0,0.0119460748540597,0,0,0,0
TBC1D22B,0.0112485959530907,0,0.0104490435234665,0,0,0,0.0352213612636653,0,0.0104201361920876,0,0,0,0
RNF8,0.022790440208978,0.0430082782858943,0.120060569388858,0.0315515022539927,0.0133765194435085,0,0.0865400239432811,0.0919255855547221,0.0645875278056036,0.0566759333584634,0,0,0
CMTR1,0.034421374426745,0,0.026326226435384,0.0113287641006763,0.022455058228894,0,0.0120659134708293,0.0255195837884662,0.0693765290657125,0.0577796735904172,0,0.0625638389735124,0
CCDC167,0.116227933104173,0.0878479609684136,0.142759750359603,0.0511193243035561,0.10812302767903,0.292659232295581,0.183741918451829,0.029036720242886,0.136042814095211,0.0687334363728534,0,0.211088945570611,0
ZFAND3,0.129715728420367,0.078555354352577,0.0483663271539313,0.0821879309668913,0.0457026529587132,0,0.0888751313641794,0.0632005370316393,0.137928182377709,0.0158212008731305,0,0.076975839425402,0
BTBD9,0.00352154949313434,0,0,0,0,0,0,0.0266047312092909,0.00735704808202104,0,0,0,0
GLO1,0.0463949897922326,0.108941038615028,0.233187051980573,0.116878277694905,0.131081179562103,0.253483604019617,0.380135783172575,0.0924440571574696,0.204719148374645,0.262033195836689,0,0.172015076775406,0
SAYSD1,0.0686901638392391,0.0735271594074152,0.100271727432633,0.0594606809461979,0.0820950931850472,0,0.0627999781497499,0.175852005726595,0.0683623135043567,0.167229222575099,0,0.124454427562872,0
OARD1,0.0496932730535619,0.132842676500602,0.104038625252908,0.0759804320068441,0.12570637751054,0.0615559912004366,0.162077551536677,0.103971168193478,0.0737556280585916,0.0580366436814667,0,0.0916437236730027,0
NFYA,0.00940071103061728,0.0588946111092849,0,0,0,0,0.033493128499197,0.0313681730653552,0.0181916703098275,0.0137707975780637,0,0.0183806643483847,0
TREML1,0.0028657897376849,0,0,0.0111963664220178,0,0,0.012255791863209,0,0.0087220319090359,0.0142074716452744,0,0.0456111252370639,1.89697833179407
TREM2,0.00126260456779136,0,0,0,0,0,0,0,0,0,0,0,0
TREM1,0.405071209472852,0,0.0090899401520662,0.0539823190246899,0,0,0,0.0276254243765422,0.158030916578722,0,0,0,0
RP11-328M4.2,0,0,0,0,0,0,0.0268617125862351,0,0,0,0,0,0
FOXP4,0.0093729312503957,0,0,0.0226757342062532,0,0,0,0,0,0,0,0.0196854519907094,0
TFEB,0.0133590153168802,0,0,0.0132476584629754,0.0814365838655805,0,0.0256208195221183,0,0.00725523477752634,0.0202993433958689,0,0,0
FRS3,0.00247576281951268,0,0,0,0.0143084791292402,0.0726412606853931,0,0,0,0,0,0,0
PRICKLE4,0.00147122598292598,0,0,0,0.0145473240569777,0,0,0,0.00679345904229618,0.0196603806144157,0,0,0
USP49,0.00103735105969134,0,0,0,0.0135061435749066,0,0,0,0,0,0,0,0
MED20,0.011841392284712,0,0.0271391661308886,0,0.0286028156664323,0,0.0534592441780213,0,0.00572791866808765,0,0,0.0203491427939736,0
BYSL,0.00857519530822007,0.0239136270118465,0.0126837722350032,0.0102196760077096,0.015716534717443,0,0.0496836310116579,0.0996691189659693,0.012589613478896,0.205014922369734,0,0.0766948500111822,0
CCND3,0.0510851350028991,0.335773736068641,0.0899711464032172,0.153158655866535,0.0793091251022674,0.204001603608923,0.265312983970495,0.143043375119905,0.0871276668318628,0.0142074716452744,2.11168655381106,0.21188183267074,0
TAF8,0.0149513534371299,0.0580653847224694,0.0505410864486486,0.0594958331116767,0.0353108941294192,0.0687601378583965,0.0366939745786863,0.0725827538721151,0.0269884740314101,0.0298832134046244,0,0.0748623539821923,0
C6orf132,0.00145522390096586,0,0,0,0,0,0,0,0,0,0,0,0
MRPS10,0.0761847603190583,0.119056626786993,0.14678992742875,0.104284637511267,0.127629511707033,0.0795426068868714,0.126708144473719,0.259375919140544,0.187318322707333,0.257551319168682,0,0.237501660811998,0
TRERF1,0,0,0,0,0,0,0,0,0,0,0,0,0
UBR2,0.0467104305445835,0.0264605435837152,0.04910389128091,0.138123807654663,0.0861799452118791,0.0570730528779969,0.0723152399524514,0.0784014919594688,0.0376365698869042,0,0,0.105379216223303,0
TBCC,0.179113452967046,0.411824782320158,0.338349614533743,0.175964494658753,0.435184894021181,0.451494383101138,0.393876671077798,0.547745976648118,0.237591794395894,0.205733192770102,0,0.316302619989885,0
GLTSCR1L,0.0058006924696525,0.0249863611311047,0,0,0,0,0.0255735904518937,0,0.00591094384347306,0,0,0,0
RPL7L1,0.0643891315763837,0.329024870592321,0.256490578528747,0.139227082497879,0.179495563736523,0.368895118492782,0.195330549229179,0.325446468245804,0.142094099960794,0.632347258017672,0,0.203342700526678,0
C6orf226,0.0245987757675743,0.0355453195070074,0.0289411271990718,0.0357118748987684,0.0370391935476004,0.0723368253990103,0.0638781165934779,0.249861190942395,0.0255605626530298,0.0177660290181536,0,0.0797616653318706,0
PTCRA,0.00303319941732812,0,0,0,0,0,0,0,0.0067158229388594,0.0142074716452744,0,0.452677742663716,0
CNPY3,0.166278427629501,0.288597204709111,0.217588010562939,0.383370456239511,0.431750268734942,0.2708909909578,0.260150204703288,0.200645657178214,0.125128997510882,0.440296525649998,0,0.976321188862583,0
RP3-475N16.1,0.00452755118262633,0,0.0104490435234665,0,0,0,0.00973509425510266,0,0,0,0,0,0
GNMT,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX6,0.00969109948632535,0,0.00896781698474704,0,0.0296956673877664,0,0.0333817399357623,0,0,0,0,0,0
PPP2R5D,0.00462686173229963,0,0,0,0.0410681813721957,0,0.0265338173470931,0,0,0,0,0.0192027005319271,0
MEA1,0.161749477451811,0.235050847466925,0.208537750075198,0.271574801758645,0.196702823764154,0.14140139854379,0.261273520928987,0.186883056148776,0.152675765884757,0.329583704956098,0,0.370883868223262,0
KLHDC3,0.0458161029983413,0.17738458366575,0.118400823482481,0.0749694585497445,0.0831669521905345,0.156287204403093,0.127617494220285,0.152087599403609,0.0595979612034666,0.0589204774776037,2.74240835795063,0.0588819283882126,0
RRP36,0.0181209878181149,0.0219139925614222,0,0,0.0260315394852748,0,0.0120659134708293,0,0.0487003835108776,0.0158522910958671,0,0.0287935698540913,0
CUL7,0.0028290649590736,0,0,0,0,0,0,0,0,0,0,0.020456742496417,0
KLC4,0.00256689575324488,0.0266583806667079,0,0.0500350643077901,0.0145473240569777,0,0,0,0.00590040124028251,0,0,0.0398045273805485,0
MRPL2,0.0306084321988986,0.134368249028446,0.149220250078758,0.10357247424398,0.0926876777733142,0.202314872412722,0.130499555078883,0.17270529219681,0.0313719465453305,0.191336550089792,0,0.16531117601491,0
PTK7,0,0,0,0,0,0,0.0131772296856021,0,0,0,0,0,0
SRF,0.014570491444223,0.0249993412138086,0,0.0229751415970523,0.0390363580187773,0,0,0.0272112165916221,0.0136623202924354,0.0764468308998129,0,0.0196854519907094,0
CUL9,0.00273246892137128,0.0519492413443284,0.00801610472518926,0,0,0,0.0255106983876461,0,0.00701522723455771,0,0,0,0
DNPH1,0.0394378825751406,0.659140634276383,0.342675592170196,0.0871759551065945,0.27355066831962,0.144665628385323,0.61552027994906,0.0787256620448901,0.0559607647000736,0.287037388777098,0,0.200668118971831,0
CRIP3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF318,0.0122039669045992,0.0237299284161709,0,0,0,0,0,0,0.0135352804825611,0.0183108938369746,0,0,0
ABCC10,0.00351616519498629,0,0,0,0.0119815282414773,0,0.0129820844529063,0,0.0138834977699219,0.0203882581260534,0,0,0
DLK2,0,0.0264605435837152,0.00860210696178708,0,0,0,0,0,0,0,0,0,0
TJAP1,0.0119899710284565,0,0.0201907526101135,0,0,0.0723368253990103,0.0250191149360495,0.031667628279937,0.00493093239459574,0.037290114000607,0,0.0415211141683909,0
POLR1C,0.0126599266901433,0.0283613818732203,0.0303274846749589,0.0122297866734913,0.07436935194107,0.0834806126532941,0.0639186574898893,0.172746242323261,0.0293712591123663,0.530299963019446,0,0.125947535748599,0
YIPF3,0.198539524134999,0.126958645266443,0.164083444029737,0.276348459915126,0.133904874338309,0.148984654755668,0.259629319565759,0.271666066264352,0.235091439655617,0.132152573644064,0,0.198503406434722,0
XPO5,0.00235921441408227,0,0.0189526634825036,0,0.0147555576618652,0,0,0,0.00572791866808765,0.0370583337793022,0,0.0202591613685109,0
POLH,0.00139412446638054,0.0270581427124886,0.00983291348295713,0,0.0266959041810611,0,0.0135680202920934,0.0284068896583249,0.0198505287161745,0.021289396741569,0,0.0380078012477385,0
GTPBP2,0.0250044632912051,0,0,0.0342010117537028,0,0,0.026395768010448,0,0.0246086231991195,0,0,0,0
MAD2L1BP,0.122450669255252,0,0.0954897078711475,0.102506250037657,0.11723860948468,0.169993411241908,0.172993873577214,0.440310424463814,0.0808350070480317,0.145369204776099,0,0.141828436598354,0
RSPH9,0.01058007172899,0,0,0,0,0,0,0,0.0133371238397275,0,0,0,0
MRPS18A,0.13401512589012,0.137155541318657,0.140047244780371,0.058575360188284,0.168831590982515,0.0782531475422579,0.199978020872289,0.194552874865182,0.184125390071638,0.159107762873288,0,0.290155084781769,0
VEGFA,0.041774130090531,0,0,0,0,0,0,0,0.063955417651875,0.0223971192818699,0,0,0
RP5-1120P11.1,0.00140629214988191,0,0,0,0,0,0,0,0.00665019123651126,0,0,0,0
C6orf223,0.0223498659870996,0,0,0,0,0,0,0,0.0577486180688662,0,0,0,0
MRPL14,0.217199857152939,0.134853191530826,0.203091802615065,0.311319236025957,0.243538790937979,0.136671861702464,0.313908607916222,0.536226256402506,0.643113614555394,0.702855552884418,0,0.788945028937527,0
TMEM63B,0.0146496257472816,0,0.00966000699993357,0,0.0138920211939132,0,0.0270520837647398,0,0.0385267030548979,0,0,0.0207362032737242,0
SLC29A1,0.00215824742211008,0,0,0.01146710115342,0.00835274300375671,0,0,0.0567474747660952,0,0.200579433335353,0,0.207435195605266,0
HSP90AB1,1.49837493739377,0.732948476378183,0.886265104445598,1.39935914749985,1.53463179951078,1.0306857954923,0.876019387570543,3.65253358418613,1.56935830339877,3.35068355668754,2.11168655381106,2.22998067136822,0
